,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,AgeC,FamilySize,Alone,NameLength,FareC,NoCabin,Position,Pair
220,1,3,0,-0.9978976169027864,0,0,-0.4863374216869257,0,0,1.0,0,1,0.32715206184025775,1.0,True,0,2
221,0,2,0,-0.1941182342164193,0,0,-0.3866707201133388,0,0,1.0,0,1,-0.7508526981437277,1.0,True,0,2
222,0,3,0,1.5595822370992907,0,0,-0.4863374216869257,0,0,2.0,0,1,-0.427451270148532,1.0,True,0,2
223,0,3,0,-0.12463663341656385,0,0,-0.4894421904510968,0,0,1.0,0,1,-0.7508526981437277,0.0,True,0,2
224,1,1,0,0.6096611484699479,1,0,1.163700193253568,0,0,2.0,1,0,0.11155110984346066,3.0,False,3,1
225,0,3,0,-0.5594724990738589,0,0,-0.4601623283443675,0,0,1.0,0,1,0.11155110984346066,1.0,True,0,2
226,1,2,0,-0.7786850579883227,0,0,-0.43700743807979686,0,0,1.0,0,1,-0.21185031815173497,1.0,True,0,2
227,0,3,0,-0.6690787785310908,0,0,-0.5024451714361923,0,0,1.0,0,1,0.4349525378386563,0.0,True,0,2
228,0,2,0,-0.8517559109598105,0,0,-0.3866707201133388,0,0,1.0,0,1,-0.21185031815173497,1.0,True,0,2
229,0,3,1,-1.66760819335743,3,1,-0.13565761536436197,0,1,0.0,4,0,-0.427451270148532,2.0,True,0,2
230,1,1,1,0.39044858955548406,1,0,1.0323213593611125,0,2,2.0,1,0,1.8363587258178373,3.0,False,3,1
231,0,3,0,-0.04797652827344347,0,0,-0.4918744606632361,0,0,1.0,0,1,-0.3196507941501335,0.0,True,0,2
232,0,2,0,2.1441490608711944,0,0,-0.3766033765200472,0,0,3.0,0,1,-0.21185031815173497,1.0,True,0,2
233,1,3,1,-1.8016769995891537,4,2,-0.01644415947004014,0,1,0.0,6,0,0.32715206184025775,3.0,True,0,2
234,0,2,0,-0.4133307931308831,0,0,-0.43700743807979686,0,0,1.0,0,1,0.6505534898354534,1.0,True,0,2
235,0,3,1,-0.5978812400121547,0,0,-0.49640476528021726,0,1,1.0,0,1,0.11155110984346066,0.0,True,0,2
236,0,2,0,1.0480862662988752,1,0,-0.12491978668775715,0,0,2.0,1,0,-1.0742541261389231,2.0,True,0,2
237,1,2,1,-1.58246444067469,0,2,-0.11988611489111134,0,1,0.0,2,0,0.5427530138370548,2.0,True,0,2
238,0,2,0,-0.7786850579883227,0,0,-0.43700743807979686,0,0,1.0,0,1,0.4349525378386563,1.0,True,0,2
239,0,2,0,0.24430688361250824,0,0,-0.4012683683236117,0,0,1.0,0,1,-0.5352517461469306,1.0,True,0,2
240,0,3,1,-0.8966172242018768,1,0,-0.3573908580066095,1,1,1.0,1,0,-0.6430522221453292,1.0,True,0,2
241,1,3,1,-0.4430104188205731,1,0,-0.3363340021468808,2,1,1.0,1,0,0.32715206184025775,2.0,True,0,2
242,0,2,0,-0.04797652827344347,0,0,-0.43700743807979686,0,0,1.0,0,1,0.4349525378386563,1.0,True,0,2
243,0,3,0,-0.5594724990738589,0,0,-0.5049620073345151,0,0,1.0,0,1,0.2193515858418592,0.0,True,0,2
244,0,3,0,0.025094324698044453,0,0,-0.5029485386158568,1,0,1.0,0,1,-0.7508526981437277,0.0,True,0,2
245,0,1,0,1.0480862662988752,2,0,1.163700193253568,2,4,2.0,2,0,0.0037506338450621194,3.0,False,3,0
246,0,3,1,-0.34025994015939515,0,0,-0.4918744606632361,0,1,1.0,0,1,1.0817553938290476,0.0,True,0,2
247,1,2,1,-0.4133307931308831,0,2,-0.35646868933346404,0,2,1.0,2,0,0.4349525378386563,1.0,True,0,2
248,1,1,0,0.5365902954984599,1,1,0.40974072380221066,0,0,2.0,2,0,0.2193515858418592,3.0,False,4,1
249,0,2,0,1.7787947960137545,1,0,-0.12491978668775715,0,4,3.0,1,0,0.2193515858418592,2.0,True,0,2
250,0,3,0,0.06545881977822089,0,0,-0.5024451714361923,0,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
251,0,3,1,-0.04797652827344347,1,1,-0.43776248884929375,0,2,1.0,2,0,1.6207577738210404,1.0,False,7,0
252,0,1,0,2.3633616197856577,0,0,-0.11384570873513637,0,0,3.0,0,1,-0.21185031815173497,2.0,False,3,1
253,0,3,0,0.025094324698044453,1,0,-0.32425318983493084,0,0,1.0,1,0,-0.3196507941501335,2.0,True,0,2
254,0,3,1,0.8288737073844116,0,2,-0.2414492887801075,0,2,2.0,2,0,1.4051568218242432,2.0,True,0,2
255,1,3,1,-0.04797652827344347,0,2,-0.3414522396297103,1,2,1.0,2,0,1.2973563458258446,2.0,True,0,2
256,1,1,1,1.5969019574069288,0,0,0.9462455716384695,1,2,2.0,0,1,0.32715206184025775,3.0,True,0,2
257,1,1,1,0.025094324698044453,0,0,1.093228788100527,0,1,1.0,0,1,-0.7508526981437277,3.0,False,2,1
258,1,1,1,0.39044858955548406,0,0,9.667166525013505,1,1,2.0,0,1,-1.1820546021373217,3.0,True,0,2
259,1,2,1,1.4865113841278028,0,1,-0.12491978668775715,0,2,2.0,1,0,0.0037506338450621194,2.0,True,0,2
260,0,3,0,0.9211687442324055,0,0,-0.49237782784290063,2,0,2.0,0,1,-1.0742541261389231,0.0,True,0,2
261,1,3,0,-1.9478187055321294,4,2,-0.01644415947004014,0,3,0.0,6,0,0.6505534898354534,3.0,True,0,2
262,0,1,0,1.6326530900707787,1,1,0.955306180872432,0,0,2.0,2,0,-1.0742541261389231,3.0,False,5,1
263,0,1,0,0.7558028544129237,0,0,-0.6484216535389205,0,0,2.0,0,1,-0.6430522221453292,0.0,False,2,0
264,0,3,1,-0.2550892970945485,0,0,-0.49237782784290063,2,1,1.0,0,1,-0.9664536501405248,0.0,True,0,2
265,0,2,0,0.46351944252697197,0,0,-0.43700743807979686,0,0,2.0,0,1,-1.0742541261389231,1.0,True,0,2
266,0,3,0,-0.9978976169027864,4,1,0.1506737441786005,0,0,1.0,5,0,-0.21185031815173497,3.0,True,0,2
267,1,3,0,-0.34025994015939515,1,0,-0.4918744606632361,0,0,1.0,1,0,-0.3196507941501335,0.0,True,0,2
268,1,1,1,2.0710782078997063,0,1,2.441497778832105,0,2,3.0,1,0,1.944159201816236,3.0,False,3,1
269,1,1,1,0.39044858955548406,0,0,2.0825124140450755,0,1,2.0,0,1,-0.5352517461469306,3.0,False,3,1
270,0,1,0,0.9877662771709133,0,0,-0.024246350754841117,0,0,2.0,0,1,-0.6430522221453292,2.0,True,0,2
271,1,3,0,-0.34025994015939515,0,0,-0.6484216535389205,0,0,1.0,0,1,0.11155110984346066,0.0,True,0,2
272,1,2,1,0.8288737073844116,0,1,-0.255795253400548,0,2,2.0,1,0,1.5129572978226418,2.0,True,0,2
273,0,1,0,0.5365902954984599,0,1,-0.0504214440973993,1,0,2.0,1,0,-0.6430522221453292,2.0,False,3,0
274,1,3,1,-0.2550892970945485,0,0,-0.49237782784290063,2,1,1.0,0,1,-0.10404984215333643,0.0,True,0,2
275,1,1,1,2.436432472757146,1,0,0.921244330558889,0,1,3.0,1,0,0.6505534898354534,3.0,False,4,1
276,0,3,1,1.121157119270363,0,0,-0.49237782784290063,0,1,2.0,0,1,0.6505534898354534,0.0,True,0,2
277,0,2,0,0.3640106339607978,0,0,-0.6484216535389205,0,0,2.0,0,1,0.0037506338450621194,0.0,True,0,2
278,0,3,0,-1.6555352936461778,4,1,-0.061998889229684634,2,3,0.0,5,0,-0.9664536501405248,2.0,True,0,2
279,1,3,1,0.39044858955548406,1,1,-0.24069423801061057,0,2,2.0,2,0,0.5427530138370548,2.0,True,0,2
280,0,3,0,2.5825741787001215,0,0,-0.49237782784290063,2,0,3.0,0,1,-1.1820546021373217,0.0,True,0,2
281,0,3,0,-0.12104738124493139,0,0,-0.4902797934380587,0,0,1.0,0,1,0.5427530138370548,0.0,True,0,2
282,0,3,0,-0.9978976169027864,0,0,-0.45714212526638004,0,0,1.0,0,1,-0.21185031815173497,1.0,True,0,2
283,1,3,0,-0.7786850579883227,0,0,-0.4863374216869257,0,0,1.0,0,1,-0.10404984215333643,1.0,True,0,2
284,0,1,0,0.7633105491711516,0,0,-0.12491978668775715,0,0,2.0,0,1,-0.10404984215333643,2.0,False,1,1
285,0,3,0,0.24430688361250824,0,0,-0.47400492578514347,1,0,1.0,0,1,-0.8586531741421263,1.0,True,0,2
286,1,3,0,0.025094324698044453,0,0,-0.45714212526638004,0,0,1.0,0,1,-0.427451270148532,1.0,True,0,2
287,0,3,0,-0.5594724990738589,0,0,-0.4894421904510968,0,0,1.0,0,1,-0.7508526981437277,0.0,True,0,2
288,1,2,0,0.9019445603558995,0,0,-0.3866707201133388,0,0,2.0,0,1,-0.7508526981437277,1.0,True,0,2
289,1,3,1,-0.5594724990738589,0,0,-0.49237782784290063,2,1,1.0,0,1,-0.7508526981437277,0.0,True,0,2
290,1,1,1,-0.26718908718790724,0,0,0.9391984311231651,0,1,1.0,0,1,0.11155110984346066,3.0,True,0,2
291,1,1,1,-0.7786850579883227,1,0,1.1854295476653287,1,2,1.0,1,0,1.2973563458258446,3.0,False,2,1
292,0,2,0,0.46351944252697197,0,0,-0.3891875560116617,1,0,2.0,0,1,-0.5352517461469306,1.0,False,4,0
293,0,3,1,-0.4133307931308831,0,0,-0.4702296719376591,0,1,1.0,0,1,-0.8586531741421263,1.0,True,0,2
294,0,3,0,-0.4133307931308831,0,0,-0.4894421904510968,0,0,1.0,0,1,-1.1820546021373217,0.0,True,0,2
295,0,1,0,0.5036439581037284,0,0,-0.09027201697708476,1,0,2.0,0,1,-1.0742541261389231,2.0,True,0,2
296,0,3,0,-0.44986621961662704,0,0,-0.5028639729296732,1,0,1.0,0,1,-0.9664536501405248,0.0,True,0,2
297,0,1,1,-2.020889558503617,1,2,2.4029901895877646,0,1,0.0,3,0,0.11155110984346066,3.0,False,3,0
298,1,1,0,0.8949699474397711,0,0,-0.03431369434813272,0,0,2.0,0,1,-0.6430522221453292,2.0,False,3,0
299,1,1,1,1.4865113841278028,0,1,4.335332226633905,1,2,2.0,1,0,2.159760153813033,3.0,False,2,0
300,1,3,1,-0.2550892970945485,0,0,-0.49237782784290063,2,1,1.0,0,1,1.4051568218242432,0.0,True,0,2
301,1,3,0,-0.3829749860787595,2,0,-0.18029017645086096,2,0,1.0,2,0,-0.9664536501405248,2.0,True,0,2
302,0,3,0,-0.7786850579883227,0,0,-0.6484216535389205,0,0,1.0,0,1,0.4349525378386563,0.0,True,0,2
303,1,2,1,-0.23176949111312853,0,0,-0.3997582667846179,2,1,1.0,0,1,-0.8586531741421263,1.0,False,5,1
304,0,3,0,0.0805800027243082,0,0,-0.4863374216869257,0,0,1.0,0,1,0.6505534898354534,1.0,True,0,2
305,1,1,0,-2.099806079712824,1,2,2.4029901895877646,0,3,0.0,3,0,0.32715206184025775,3.0,False,3,0
306,1,1,1,-0.03919776120180474,0,0,1.5841789061771412,1,1,1.0,0,1,-0.427451270148532,3.0,True,0,2
307,1,1,1,-0.9248267639312985,1,0,1.5442457810799908,1,2,1.0,1,0,5.932776813756981,3.0,False,3,1
308,0,2,0,0.025094324698044453,1,0,-0.16518916106092355,1,0,1.0,1,0,-0.8586531741421263,2.0,True,0,2
309,1,1,1,0.025094324698044453,0,0,0.49782998024351216,1,1,1.0,0,1,0.32715206184025775,3.0,False,5,0
310,1,1,1,-0.4133307931308831,0,0,1.0259447039291216,1,1,1.0,0,1,0.32715206184025775,3.0,False,3,0
311,1,1,1,-0.8517559109598105,2,2,4.634416897040849,1,1,1.0,4,0,-0.10404984215333643,3.0,False,2,1
312,0,2,1,-0.26718908718790724,1,1,-0.12491978668775715,0,2,1.0,2,0,1.0817553938290476,2.0,True,0,2
313,0,3,0,-0.12104738124493139,0,0,-0.4894421904510968,0,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
314,0,2,0,0.9750154133273875,1,1,-0.11988611489111134,0,0,2.0,2,0,-0.9664536501405248,2.0,True,0,2
315,1,3,1,-0.26718908718790724,0,0,-0.4902797934380587,0,1,1.0,0,1,0.4349525378386563,0.0,True,0,2
316,1,2,1,-0.4133307931308831,1,0,-0.12491978668775715,0,2,1.0,1,0,0.8661544418322504,2.0,True,0,2
317,0,2,0,1.7787947960137545,0,0,-0.36653603292675563,0,4,3.0,0,1,-0.7508526981437277,1.0,True,0,2
318,1,1,1,0.09816517766953237,0,2,2.671117778445337,0,1,1.0,2,0,-0.3196507941501335,3.0,False,3,1
319,1,1,1,0.7558028544129237,1,1,2.059693773056521,1,2,2.0,2,0,3.1299644377986198,3.0,False,5,0
320,0,3,0,-0.5594724990738589,0,0,-0.5024451714361923,0,0,1.0,0,1,-0.9664536501405248,0.0,True,0,2
321,0,3,0,-0.1941182342164193,0,0,-0.4894421904510968,0,0,1.0,0,1,-1.1820546021373217,0.0,True,0,2
322,1,2,1,0.025094324698044453,0,0,-0.3997582667846179,2,1,1.0,0,1,-0.21185031815173497,1.0,True,0,2
323,1,2,1,-0.5594724990738589,1,1,-0.06451572512800753,0,2,1.0,2,0,2.590962057806627,2.0,True,0,2
324,0,3,0,-1.0145261073439982,8,2,0.7519458402879414,0,0,1.0,10,0,-0.3196507941501335,3.0,True,0,2
325,1,1,1,0.46351944252697197,0,0,2.0825124140450755,1,1,2.0,0,1,-0.3196507941501335,3.0,False,3,0
326,0,3,0,2.29029076681417,0,0,-0.5228315422126077,0,0,3.0,0,1,-0.21185031815173497,0.0,True,0,2
327,1,2,1,0.46351944252697197,0,0,-0.3866707201133388,0,2,2.0,0,1,-0.427451270148532,1.0,False,4,0
328,1,3,1,0.09816517766953237,1,1,-0.2351571990343002,0,2,1.0,2,0,2.0519596778146343,2.0,True,0,2
329,1,1,1,-0.9978976169027864,0,1,0.5189714017894245,1,1,1.0,1,0,0.11155110984346066,3.0,False,2,0
330,1,3,1,-0.524937387188209,2,0,-0.18029017645086096,2,1,1.0,2,0,-0.9664536501405248,2.0,True,0,2
331,0,1,0,1.1576925457561071,0,0,-0.07458306872129913,0,0,2.0,0,1,-0.8586531741421263,2.0,False,3,0
332,0,1,0,0.6096611484699479,0,1,2.441497778832105,0,0,2.0,1,0,-0.21185031815173497,3.0,False,3,1
333,0,3,0,-0.9978976169027864,2,0,-0.2859972841804228,0,0,1.0,2,0,0.4349525378386563,2.0,True,0,2
334,1,1,1,-0.31640717805440244,1,0,2.042579288947925,0,2,1.0,1,0,2.483161581808228,3.0,True,0,2
335,0,3,0,-0.12463663341656385,0,0,-0.4894421904510968,0,0,1.0,0,1,-0.9664536501405248,0.0,True,0,2
336,0,1,0,-0.04797652827344347,1,0,0.6925485130875209,0,0,1.0,1,0,-0.21185031815173497,3.0,False,3,0
337,1,1,1,0.8288737073844116,0,0,2.059693773056521,1,1,2.0,0,1,0.4349525378386563,3.0,False,5,0
338,1,3,0,1.121157119270363,0,0,-0.4863374216869257,0,0,2.0,0,1,-0.6430522221453292,1.0,True,0,2
339,0,1,0,1.121157119270363,0,0,0.06635974158478332,0,0,2.0,0,1,0.11155110984346066,3.0,False,8,0
340,1,2,0,-2.020889558503617,1,1,-0.12491978668775715,0,3,0.0,2,0,0.32715206184025775,2.0,False,6,0
341,1,1,1,-0.4133307931308831,3,2,4.647001076532463,0,1,1.0,5,0,0.32715206184025775,3.0,False,3,1
342,0,2,0,-0.12104738124493139,0,0,-0.3866707201133388,0,0,1.0,0,1,-0.10404984215333643,1.0,True,0,2
343,0,2,0,-0.34025994015939515,0,0,-0.3866707201133388,0,0,1.0,0,1,1.6207577738210404,1.0,True,0,2
344,0,2,0,0.46351944252697197,0,0,-0.3866707201133388,0,0,2.0,0,1,-0.427451270148532,1.0,True,0,2
345,1,2,1,-0.4133307931308831,0,0,-0.3866707201133388,0,1,1.0,0,1,0.2193515858418592,1.0,False,6,1
346,1,2,1,0.7558028544129237,0,0,-0.3866707201133388,0,1,2.0,0,1,-0.21185031815173497,1.0,True,0,2
347,1,3,1,-0.16533562523095005,1,0,-0.32425318983493084,0,2,1.0,1,0,1.5129572978226418,2.0,True,0,2
348,1,3,0,-1.9478187055321294,1,1,-0.32828012727224753,0,3,0.0,2,0,1.1895558698274462,2.0,True,0,2
349,0,3,0,0.9019445603558995,0,0,-0.47400492578514347,0,0,2.0,0,1,-1.1820546021373217,1.0,True,0,2
350,0,3,0,-0.486401646102371,0,0,-0.4626791642426904,0,0,1.0,0,1,-0.5352517461469306,1.0,True,0,2
351,0,1,0,2.1802498897599794,0,0,0.0562923979914917,0,0,3.0,0,1,1.1895558698274462,3.0,False,3,0
352,0,3,0,-1.0709684698742745,1,1,-0.5028639729296732,1,0,1.0,2,0,-0.9664536501405248,0.0,True,0,2
353,0,3,0,-0.34025994015939515,1,0,-0.29002422161773944,0,0,1.0,1,0,-0.21185031815173497,2.0,True,0,2
354,0,3,0,0.2074185080362966,0,0,-0.5029485386158568,1,0,1.0,0,1,-1.0742541261389231,0.0,True,0,2
355,0,3,0,-0.12104738124493139,0,0,-0.45714212526638004,0,0,1.0,0,1,0.0037506338450621194,1.0,True,0,2
356,1,1,1,-0.5594724990738589,0,1,0.4589861417231558,0,1,1.0,1,0,0.0037506338450621194,3.0,False,5,1
357,0,2,1,0.6096611484699479,0,0,-0.3866707201133388,0,1,2.0,0,1,-0.21185031815173497,1.0,True,0,2
358,1,3,1,-0.6024378996537618,0,0,-0.48977642625839407,2,1,1.0,0,1,-0.7508526981437277,0.0,True,0,2
359,1,3,1,-0.6024378996537618,0,0,-0.48977642625839407,2,1,1.0,0,1,0.6505534898354534,0.0,True,0,2
360,0,3,0,0.7558028544129237,1,4,-0.08666388103324908,0,0,2.0,5,0,-0.9664536501405248,2.0,True,0,2
361,0,2,0,-0.04797652827344347,1,0,-0.09027201697708476,1,0,1.0,1,0,-0.21185031815173497,2.0,True,0,2
362,0,3,1,1.121157119270363,0,1,-0.3573908580066095,1,2,2.0,1,0,0.4349525378386563,1.0,True,0,2
363,0,3,0,0.39044858955548406,0,0,-0.5064721088735089,0,0,2.0,0,1,-1.2898550781357203,0.0,True,0,2
364,0,3,0,0.306328031788937,1,0,-0.3363340021468808,2,0,1.0,1,0,-0.8586531741421263,2.0,True,0,2
365,0,3,0,0.025094324698044453,0,0,-0.5024451714361923,0,0,1.0,0,1,0.32715206184025775,0.0,True,0,2
366,1,1,1,2.217219913842682,1,0,0.8667135572514657,1,2,3.0,1,0,2.2675606298114315,3.0,False,4,1
367,1,3,1,0.2026520435762925,0,0,-0.5028639729296732,1,2,1.0,0,1,0.32715206184025775,0.0,True,0,2
368,1,3,1,-0.2550892970945485,0,0,-0.49237782784290063,2,1,1.0,0,1,-0.8586531741421263,0.0,True,0,2
369,1,1,1,-0.4133307931308831,0,0,0.7469121684912956,1,4,1.0,0,1,0.2193515858418592,3.0,False,2,1
370,1,1,0,-0.34025994015939515,1,0,0.4678796330534696,1,0,1.0,1,0,0.0037506338450621194,3.0,False,5,0
371,0,3,0,-0.8517559109598105,1,0,-0.5176307525123133,0,0,1.0,1,0,-0.21185031815173497,0.0,True,0,2
372,0,3,0,-0.7786850579883227,0,0,-0.4863374216869257,0,0,1.0,0,1,-0.10404984215333643,1.0,True,0,2
373,0,1,0,-0.5594724990738589,0,0,2.0825124140450755,1,0,1.0,0,1,-0.8586531741421263,3.0,True,0,2
374,0,3,1,-1.9478187055321294,3,1,-0.22408312108167944,0,1,0.0,4,0,-0.10404984215333643,2.0,True,0,2
375,1,1,1,0.582844145429412,1,0,1.0060617003323709,1,2,2.0,1,0,1.0817553938290476,3.0,True,0,2
376,1,3,1,-0.5594724990738589,0,0,-0.5024451714361923,0,1,1.0,0,1,0.4349525378386563,0.0,True,0,2
377,0,1,0,-0.1941182342164193,0,2,3.610064686423428,1,0,1.0,2,0,-0.21185031815173497,3.0,False,3,0
378,0,3,0,-0.7056142050168347,0,0,-0.5676312212027554,1,0,1.0,0,1,-0.8586531741421263,0.0,True,0,2
379,0,3,0,-0.7786850579883227,0,0,-0.4918744606632361,0,0,1.0,0,1,0.0037506338450621194,0.0,True,0,2
380,1,1,1,0.9019445603558995,0,0,3.9327230485884233,1,1,2.0,0,1,-0.6430522221453292,3.0,True,0,2
381,1,3,1,-2.093960411475105,0,2,-0.33146744825388363,1,1,0.0,2,0,0.0037506338450621194,2.0,True,0,2
382,0,3,0,0.1712360306410203,0,0,-0.4888542575852486,0,0,1.0,0,1,-0.9664536501405248,1.0,True,0,2
383,1,1,1,0.39044858955548406,1,0,0.39858208016340624,0,2,2.0,1,0,2.590962057806627,3.0,True,0,2
384,0,3,0,-0.12463663341656385,0,0,-0.4894421904510968,0,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
385,0,2,0,-0.8517559109598105,0,0,0.8314778546749452,0,0,1.0,0,1,-0.21185031815173497,3.0,True,0,2
386,0,3,0,-2.093960411475105,5,2,0.2958951755118318,0,3,0.0,7,0,0.4349525378386563,3.0,True,0,2
387,1,2,1,0.46351944252697197,0,0,-0.3866707201133388,0,1,2.0,0,1,-1.1820546021373217,1.0,True,0,2
388,0,3,0,-0.3570153296663973,0,0,-0.49279662933638163,2,0,1.0,0,1,-0.7508526981437277,0.0,True,0,2
389,1,2,1,-0.9248267639312985,0,0,-0.40680540729992204,1,1,1.0,0,1,-0.6430522221453292,1.0,True,0,2
390,1,1,0,0.46351944252697197,1,2,1.7677408088510642,0,0,2.0,3,0,-0.10404984215333643,3.0,False,2,0
391,1,3,0,-0.6325433520453468,0,0,-0.49145565916975514,0,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
392,0,3,0,-0.12104738124493139,2,0,-0.4888542575852486,0,0,1.0,2,0,0.11155110984346066,1.0,True,0,2
393,1,1,1,-0.486401646102371,1,0,1.6323350375212924,1,1,1.0,1,0,-0.5352517461469306,3.0,False,4,0
394,1,3,1,-0.4133307931308831,0,2,-0.312172377522981,0,2,1.0,2,0,2.590962057806627,2.0,False,7,0
395,0,3,0,-0.5594724990738589,0,0,-0.49145565916975514,0,0,1.0,0,1,-0.8586531741421263,0.0,True,0,2
396,0,3,1,0.09816517766953237,0,0,-0.4902797934380587,0,1,1.0,0,1,-0.8586531741421263,0.0,True,0,2
397,0,2,0,1.1942279722418512,0,0,-0.12491978668775715,0,0,2.0,0,1,-0.427451270148532,2.0,True,0,2
398,0,2,0,-0.486401646102371,0,0,-0.43700743807979686,0,4,1.0,0,1,-1.1820546021373217,1.0,True,0,2
399,1,2,1,-0.12104738124493139,0,0,-0.393717860628643,0,2,1.0,0,1,0.5427530138370548,1.0,True,0,2
400,1,3,0,0.6827320014414358,0,0,-0.4888542575852486,0,0,2.0,0,1,-0.9664536501405248,1.0,True,0,2
401,0,3,0,-0.26718908718790724,0,0,-0.4863374216869257,0,0,1.0,0,1,-1.2898550781357203,1.0,True,0,2
402,0,3,1,-0.6325433520453468,1,0,-0.4505983519307405,0,1,1.0,1,0,-0.3196507941501335,1.0,True,0,2
403,0,3,0,-0.12104738124493139,1,0,-0.32928686163157667,0,0,1.0,1,0,0.32715206184025775,2.0,True,0,2
404,0,3,1,-0.7056142050168347,0,0,-0.47400492578514347,0,1,1.0,0,1,-0.427451270148532,1.0,True,0,2
405,0,2,0,0.3173777365839961,1,0,-0.22559322262067316,0,0,1.0,1,0,-0.9664536501405248,2.0,True,0,2
406,0,3,0,1.5595822370992907,0,0,-0.49237782784290063,0,0,2.0,0,1,0.5427530138370548,0.0,True,0,2
407,1,2,0,-1.9478187055321294,1,1,-0.2708962687904854,0,3,0.0,2,0,0.32715206184025775,2.0,True,0,2
408,0,3,0,-0.6325433520453468,0,0,-0.4918744606632361,0,0,1.0,0,1,0.6505534898354534,0.0,True,0,2
409,0,3,1,-1.66760819335743,3,1,-0.13565761536436197,0,1,0.0,4,0,-0.9664536501405248,2.0,True,0,2
410,0,3,0,-0.12463663341656385,0,0,-0.4894421904510968,0,0,1.0,0,1,-0.9664536501405248,0.0,True,0,2
411,0,3,0,-0.3558323538005774,0,0,-0.5103319284071769,2,0,1.0,0,1,-1.2898550781357203,0.0,True,0,2
412,1,1,1,0.24430688361250824,1,0,1.163700193253568,2,1,1.0,1,0,-0.5352517461469306,3.0,False,3,0
413,0,2,0,0.3640106339607978,0,0,-0.6484216535389205,0,0,2.0,0,1,0.32715206184025775,0.0,True,0,2
414,1,3,0,1.0480862662988752,0,0,-0.4888542575852486,0,0,2.0,0,1,-0.21185031815173497,1.0,True,0,2
415,0,3,1,0.39887464368475256,0,0,-0.4863374216869257,0,2,2.0,0,1,1.2973563458258446,1.0,True,0,2
416,1,2,1,0.3173777365839961,1,1,0.005955680025033692,0,2,1.0,2,0,2.159760153813033,3.0,True,0,2
417,1,2,1,-0.8517559109598105,0,2,-0.3866707201133388,0,1,1.0,2,0,0.2193515858418592,1.0,True,0,2
418,0,2,0,0.025094324698044453,0,0,-0.3866707201133388,0,0,1.0,0,1,-0.10404984215333643,1.0,True,0,2
419,0,3,1,-1.436322734731714,0,2,-0.1621689579829361,0,1,0.0,2,0,-0.21185031815173497,2.0,True,0,2
420,0,3,0,-0.12463663341656385,0,0,-0.4894421904510968,1,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
421,0,3,0,-0.6325433520453468,0,0,-0.49271407711891657,2,0,1.0,0,1,-0.8586531741421263,0.0,True,0,2
422,0,3,0,-0.04797652827344347,0,0,-0.4898609919445778,0,0,1.0,0,1,-0.9664536501405248,0.0,True,0,2
423,0,3,1,-0.12104738124493139,1,1,-0.35848215805212236,0,2,1.0,2,0,2.9143634858018226,1.0,True,0,2
424,0,3,0,-0.8517559109598105,1,1,-0.2414492887801075,0,0,1.0,2,0,0.0037506338450621194,2.0,True,0,2
425,0,3,0,0.06545881977822089,0,0,-0.5024451714361923,0,0,1.0,0,1,-0.5352517461469306,0.0,True,0,2
426,1,2,1,-0.12104738124493139,1,0,-0.12491978668775715,0,2,1.0,1,0,1.728558249819439,2.0,True,0,2
427,1,2,1,-0.7786850579883227,0,0,-0.12491978668775715,0,1,1.0,0,1,4.315769673781004,2.0,True,0,2
428,0,3,0,0.9211687442324055,0,0,-0.49237782784290063,2,0,2.0,0,1,-1.1820546021373217,0.0,True,0,2
429,1,3,0,0.1712360306410203,0,0,-0.4863374216869257,0,0,1.0,0,1,0.7583539658338518,1.0,False,5,0
430,1,1,0,-0.12104738124493139,0,0,-0.11384570873513637,0,0,1.0,0,1,1.5129572978226418,2.0,False,3,0
431,1,3,1,-0.16533562523095005,1,0,-0.32425318983493084,0,2,1.0,1,0,2.37536110580983,2.0,True,0,2
432,1,2,1,0.9019445603558995,1,0,-0.12491978668775715,0,2,2.0,1,0,2.590962057806627,2.0,True,0,2
433,0,3,0,-0.9248267639312985,0,0,-0.5049620073345151,0,0,1.0,0,1,-0.10404984215333643,0.0,True,0,2
434,0,1,0,1.4865113841278028,1,0,0.4771073601910807,0,0,2.0,1,0,-0.21185031815173497,3.0,False,5,0
435,1,1,1,-1.1440393228457624,1,2,1.7677408088510642,0,1,0.0,3,0,-0.21185031815173497,3.0,False,2,0
436,0,3,1,-0.6325433520453468,2,2,0.0437082184998772,0,1,1.0,4,0,0.9739549178306489,3.0,True,0,2
437,1,2,1,-0.4133307931308831,2,3,-0.2708962687904854,0,2,1.0,5,0,1.0817553938290476,2.0,True,0,2
438,0,1,0,2.509503325728634,1,4,4.647001076532463,0,0,3.0,5,0,-1.0742541261389231,3.0,False,3,1
439,0,2,0,0.09816517766953237,0,0,-0.43700743807979686,0,0,1.0,0,1,1.1895558698274462,1.0,True,0,2
440,1,2,1,1.121157119270363,1,1,-0.11988611489111134,0,2,2.0,2,0,1.728558249819439,2.0,True,0,2
441,0,3,0,-0.7056142050168347,0,0,-0.45714212526638004,0,0,1.0,0,1,-1.2898550781357203,1.0,True,0,2
